1667098452.899066, 0
1667098452.916678, 1
1667098452.930608, 2
1667098452.943551, 0
1667098452.956436, 3
1667098452.969348, 2
1667098452.982543, 5
1667098452.995698, 8
1667098453.008503, 13
1667098453.021361, 15
1667098453.034214, 19
1667098453.047076, 19
1667098453.060619, 25
1667098453.073967, 28
1667098453.087269, 32
1667098453.100737, 34
1667098453.114155, 39
1667098453.127893, 42
1667098453.140862, 46
1667098453.154768, 48
1667098453.168670, 50
1667098453.182629, 50
1667098453.195688, 49
1667098453.208728, 50
1667098453.221677, 49
1667098453.234569, 50
1667098453.247461, 50
1667098453.260319, 50
1667098453.273313, 50
1667098453.286088, 50
1667098453.298991, 50
1667098453.311992, 49
1667098453.324803, 50
1667098453.338048, 50
1667098453.351068, 50
1667098453.363995, 50
1667098453.376856, 50
1667098453.389829, 50
1667098453.402820, 49
1667098453.415882, 50
1667098453.428592, 50
1667098453.442779, 50
1667098453.456579, 50
1667098453.469858, 50
1667098453.483354, 49
1667098453.496759, 49
1667098453.510488, 50
1667098453.523999, 50
1667098453.537614, 49
1667098453.550900, 49
1667098453.564401, 50
1667098453.577862, 50
1667098453.591274, 49
1667098453.605140, 49
1667098453.618291, 49
1667098453.631839, 50
1667098453.645490, 49
1667098453.660177, 50
1667098453.673594, 49
1667098453.686998, 49
1667098453.700789, 50
1667098453.714446, 50
1667098453.727895, 48
1667098453.741212, 48
1667098453.754705, 49
1667098453.768440, 46
1667098453.781887, 47
1667098453.795384, 48
1667098453.809039, 49
1667098453.822436, 48
1667098453.836300, 50
1667098453.849850, 45
1667098453.863335, 45
1667098453.876744, 45
1667098453.890250, 46
1667098453.903594, 46
1667098453.917338, 49
1667098453.930663, 47
1667098453.944161, 47
1667098453.957424, 48
1667098453.971291, 44
1667098453.985168, 45
1667098453.998126, 46
1667098454.010956, 49
1667098454.023692, 48
1667098454.036478, 49
1667098454.049353, 49
1667098454.062128, 46
1667098454.074923, 47
1667098454.087849, 50
1667098454.100734, 46
1667098454.113700, 44
1667098454.126476, 42
1667098454.139207, 40
1667098454.151921, 34
1667098454.165452, 29
1667098454.178865, 23
1667098454.192334, 24
1667098454.205486, 25
1667098454.219644, 27
1667098454.232669, 24
1667098454.245539, 25
1667098454.258452, 25
1667098454.271305, 27
1667098454.284135, 24
1667098454.296940, 24
1667098454.309676, 25
1667098454.322469, 25
1667098454.335314, 23
1667098454.348252, 23
1667098454.361214, 23
1667098454.374095, 24
1667098454.386845, 22
1667098454.399658, 23
1667098454.412445, 24
1667098454.425582, 24
1667098454.438976, 22
1667098454.452692, 21
1667098454.466046, 23
1667098454.480007, 22
1667098454.493733, 19
1667098454.506950, 20
1667098454.520270, 20
1667098454.533926, 21
1667098454.547481, 21
1667098454.561159, 21
1667098454.574501, 21
1667098454.588213, 22
1667098454.601812, 19
1667098454.615410, 18
1667098454.628953, 19
1667098454.642360, 20
1667098454.656210, 20
1667098454.669542, 18
1667098454.682964, 17
1667098454.696453, 19
1667098454.709990, 20
1667098454.723486, 20
1667098454.737084, 19
1667098454.750666, 18
1667098454.764447, 20
1667098454.778313, 19
1667098454.792193, 19
1667098454.806447, 20
1667098454.820448, 20
1667098454.833608, 21
1667098454.846905, 20
1667098454.859959, 20
1667098454.873886, 20
1667098454.887015, 20
1667098454.899820, 21
1667098454.912728, 21
1667098454.925728, 19
1667098454.938858, 21
1667098454.951818, 21
1667098454.964653, 20
1667098454.977436, 20
1667098454.990334, 20
1667098455.003123, 21
1667098455.016034, 21
1667098455.028980, 21
1667098455.041726, 20
1667098455.055017, 21
1667098455.067860, 21
1667098455.081320, 21
1667098455.095123, 22
1667098455.108524, 22
1667098455.122371, 22
1667098455.136591, 21
1667098455.150976, 23
1667098455.165126, 22
1667098455.178283, 23
1667098455.191434, 22
1667098455.204825, 22
1667098455.218101, 23
1667098455.231214, 22
1667098455.244051, 22
1667098455.256952, 22
1667098455.269952, 23
1667098455.283221, 22
1667098455.295976, 22
1667098455.308907, 23
1667098455.322002, 22
1667098455.334846, 22
1667098455.347804, 24
1667098455.360727, 24
1667098455.373956, 23
1667098455.386869, 24
1667098455.399832, 24
1667098455.412774, 23
1667098455.425807, 24
1667098455.438628, 23
1667098455.451409, 25
1667098455.464140, 24
1667098455.477454, 24
1667098455.490998, 25
1667098455.504721, 25
1667098455.518200, 24
1667098455.531857, 24
1667098455.545635, 25
1667098455.559091, 24
1667098455.572917, 25
1667098455.586655, 25
1667098455.600422, 25
1667098455.614208, 25
1667098455.627827, 26
1667098455.641483, 26
1667098455.655016, 26
1667098455.668697, 26
1667098455.682173, 24
1667098455.695660, 26
1667098455.709319, 26
1667098455.723047, 26
1667098455.736495, 26
1667098455.750337, 26
1667098455.763729, 25
1667098455.777528, 26
1667098455.791016, 26
1667098455.804583, 26
1667098455.818205, 27
1667098455.831565, 27
1667098455.845108, 26
1667098455.858530, 26
1667098455.872184, 27
1667098455.885911, 28
1667098455.899566, 27
1667098455.913394, 27
1667098455.926751, 28
1667098455.940722, 28
1667098455.954029, 27
1667098455.967566, 27
1667098455.981826, 27
1667098455.995906, 28
1667098456.009849, 27
1667098456.023717, 28
1667098456.037722, 27
1667098456.050954, 29
1667098456.064375, 28
1667098456.077676, 28
1667098456.090406, 28
1667098456.103207, 29
1667098456.116080, 28
1667098456.129180, 29
1667098456.142004, 28
1667098456.154840, 29
1667098456.167613, 29
1667098456.180466, 29
1667098456.194118, 29
1667098456.207495, 29
1667098456.221404, 29
1667098456.235762, 30
1667098456.249603, 29
1667098456.263710, 30
1667098456.277795, 29
1667098456.292194, 29
1667098456.306217, 29
1667098456.319303, 30
1667098456.332634, 29
1667098456.346430, 30
1667098456.359727, 29
1667098456.372584, 31
1667098456.385678, 30
1667098456.398714, 31
1667098456.411820, 30
1667098456.424618, 31
1667098456.437780, 30
1667098456.450835, 30
1667098456.463708, 31
1667098456.476560, 30
1667098456.489614, 31
1667098456.502609, 31
1667098456.515425, 31
1667098456.528343, 30
1667098456.541354, 30
1667098456.554265, 31
1667098456.567094, 31
1667098456.580786, 32
1667098456.594449, 32
1667098456.608112, 31
1667098456.621483, 32
1667098456.634834, 32
1667098456.648359, 31
1667098456.661910, 31
1667098456.675333, 32
1667098456.688921, 31
1667098456.702474, 32
1667098456.715879, 33
1667098456.729524, 33
1667098456.742848, 33
1667098456.756888, 33
1667098456.770903, 33
1667098456.784882, 33
1667098456.797903, 33
1667098456.811183, 34
1667098456.824744, 33
1667098456.838886, 34
1667098456.852486, 34
1667098456.866430, 33
1667098456.880571, 33
1667098456.894964, 33
1667098456.908064, 34
1667098456.921422, 34
1667098456.934626, 34
1667098456.947855, 35
1667098456.960965, 35
1667098456.973943, 33
1667098456.986806, 34
1667098456.999689, 35
1667098457.012908, 35
1667098457.025996, 34
1667098457.038709, 35
1667098457.051436, 34
1667098457.064550, 34
1667098457.077632, 34
1667098457.090723, 35
1667098457.103499, 34
1667098457.116315, 36
1667098457.129140, 36
1667098457.141907, 35
1667098457.155231, 34
1667098457.169874, 36
1667098457.183770, 35
1667098457.197311, 36
1667098457.211195, 35
1667098457.224758, 35
1667098457.237984, 36
1667098457.251035, 35
1667098457.264321, 34
1667098457.277858, 36
1667098457.291086, 35
1667098457.303856, 37
1667098457.316680, 36
1667098457.329512, 37
1667098457.342589, 37
1667098457.355370, 35
1667098457.368256, 37
1667098457.381004, 36
1667098457.393851, 37
1667098457.406563, 37
1667098457.419574, 36
1667098457.432713, 36
1667098457.445511, 36
1667098457.458515, 36
1667098457.471580, 36
1667098457.484450, 37
1667098457.497191, 36
1667098457.510389, 38
1667098457.523680, 38
1667098457.537576, 37
1667098457.551338, 38
1667098457.564967, 37
1667098457.578497, 38
1667098457.591892, 37
1667098457.605938, 38
1667098457.619814, 37
1667098457.633641, 37
1667098457.647052, 38
1667098457.660716, 37
1667098457.674362, 37
1667098457.687850, 37
1667098457.701238, 38
1667098457.714674, 39
1667098457.728320, 39
1667098457.742114, 39
1667098457.755481, 38
1667098457.769215, 38
1667098457.782410, 39
1667098457.796345, 38
1667098457.810524, 38
1667098457.823706, 39
1667098457.836540, 38
1667098457.849318, 38
1667098457.862363, 38
1667098457.875187, 38
1667098457.888108, 39
1667098457.901046, 38
1667098457.913864, 39
1667098457.926892, 40
1667098457.939977, 40
1667098457.952802, 39
1667098457.965680, 40
1667098457.978381, 40
1667098457.991185, 40
1667098458.004056, 38
1667098458.016750, 39
1667098458.029588, 38
1667098458.042810, 39
1667098458.056338, 39
1667098458.070148, 38
1667098458.083878, 39
1667098458.097330, 40
1667098458.110853, 40
1667098458.124679, 40
1667098458.138289, 39
1667098458.151976, 41
1667098458.165510, 40
1667098458.178913, 41
1667098458.192295, 42
1667098458.205748, 42
1667098458.219915, 42
1667098458.233672, 42
1667098458.246666, 41
1667098458.259606, 43
1667098458.272438, 41
1667098458.285350, 42
1667098458.298141, 40
1667098458.310897, 42
1667098458.323644, 42
1667098458.336510, 41
1667098458.349297, 41
1667098458.362072, 42
1667098458.374904, 42
1667098458.388437, 41
1667098458.401893, 41
1667098458.415489, 42
1667098458.429159, 41
1667098458.442808, 42
1667098458.456228, 42
1667098458.470040, 41
1667098458.483317, 41
1667098458.497097, 41
1667098458.510417, 40
1667098458.523875, 41
1667098458.537363, 42
1667098458.550730, 42
1667098458.564138, 42
1667098458.577557, 43
1667098458.590958, 43
1667098458.604613, 43
1667098458.618507, 42
1667098458.632218, 42
1667098458.645732, 42
1667098458.659547, 43
1667098458.672950, 42
1667098458.687097, 44
1667098458.700390, 43
1667098458.714208, 44
1667098458.727660, 44
1667098458.741347, 43
1667098458.755124, 43
1667098458.768649, 44
1667098458.782235, 44
1667098458.795680, 44
1667098458.809100, 44
1667098458.822402, 44
1667098458.835992, 44
1667098458.849460, 43
1667098458.863279, 43
1667098458.876785, 44
1667098458.890444, 44
1667098458.903699, 43
1667098458.917490, 43
1667098458.931018, 44
1667098458.944758, 44
1667098458.958298, 43
1667098458.972138, 43
1667098458.985611, 44
1667098458.999172, 44
1667098459.012522, 43
1667098459.026609, 44
1667098459.040806, 43
1667098459.054576, 43
1667098459.069155, 45
1667098459.082874, 44
1667098459.097026, 44
