1667098641.184013, 0
1667098641.200988, 0
1667098641.215022, 2
1667098641.229223, 0
1667098641.243457, 2
1667098641.259190, 6
1667098641.273251, 4
1667098641.287194, 10
1667098641.300398, 15
1667098641.313964, 17
1667098641.327062, 18
1667098641.340391, 21
1667098641.353395, 26
1667098641.366430, 29
1667098641.379236, 32
1667098641.392071, 36
1667098641.405031, 40
1667098641.417996, 41
1667098641.430877, 46
1667098641.443783, 48
1667098641.456665, 53
1667098641.469506, 55
1667098641.482257, 60
1667098641.495055, 65
1667098641.508039, 66
1667098641.521748, 70
1667098641.535973, 76
1667098641.549120, 80
1667098641.562477, 83
1667098641.575327, 87
1667098641.589416, 91
1667098641.603441, 95
1667098641.617590, 97
1667098641.630679, 102
1667098641.643760, 106
1667098641.656750, 109
1667098641.669961, 113
1667098641.682930, 116
1667098641.695911, 120
1667098641.708777, 122
1667098641.721710, 127
1667098641.734992, 131
1667098641.747738, 134
1667098641.760700, 138
1667098641.773433, 141
1667098641.786446, 145
1667098641.799278, 147
1667098641.812154, 150
1667098641.825018, 149
1667098641.837794, 150
1667098641.850638, 150
1667098641.864137, 149
1667098641.877662, 150
1667098641.891085, 150
1667098641.904753, 150
1667098641.918326, 150
1667098641.931293, 150
1667098641.944863, 150
1667098641.959379, 150
1667098641.973432, 150
1667098641.986674, 150
1667098641.999743, 149
1667098642.012761, 150
1667098642.025623, 150
1667098642.038418, 150
1667098642.051325, 150
1667098642.064154, 150
1667098642.076971, 150
1667098642.089782, 149
1667098642.103181, 150
1667098642.116616, 150
1667098642.130043, 150
1667098642.143751, 149
1667098642.157473, 150
1667098642.171096, 150
1667098642.184461, 150
1667098642.198309, 150
1667098642.211871, 150
1667098642.225516, 150
1667098642.239227, 150
1667098642.253007, 149
1667098642.266593, 150
1667098642.280147, 150
1667098642.293629, 150
1667098642.307118, 150
1667098642.320555, 150
1667098642.333948, 150
1667098642.347929, 150
1667098642.361522, 150
1667098642.375099, 150
1667098642.388925, 150
1667098642.402307, 149
1667098642.416003, 150
1667098642.429605, 150
1667098642.442997, 149
1667098642.456501, 149
1667098642.469976, 150
1667098642.483772, 150
1667098642.497094, 150
1667098642.510774, 149
1667098642.524505, 150
1667098642.538084, 150
1667098642.551842, 150
1667098642.565638, 149
1667098642.579236, 150
1667098642.593001, 150
1667098642.606559, 150
1667098642.619990, 149
1667098642.633649, 150
1667098642.647055, 150
1667098642.660476, 150
1667098642.674241, 150
1667098642.687805, 150
1667098642.702859, 149
1667098642.717605, 150
1667098642.731244, 150
1667098642.744490, 150
1667098642.758097, 150
1667098642.771405, 150
1667098642.785008, 150
1667098642.798490, 150
1667098642.811969, 150
1667098642.825615, 150
1667098642.838912, 149
1667098642.851908, 150
1667098642.865739, 150
1667098642.880104, 150
1667098642.893415, 149
1667098642.906621, 150
1667098642.919918, 150
1667098642.933049, 149
1667098642.946113, 150
1667098642.959177, 150
1667098642.971949, 149
1667098642.984819, 150
1667098642.997609, 149
1667098643.010599, 150
1667098643.023503, 150
1667098643.036333, 150
1667098643.049438, 149
1667098643.062968, 150
1667098643.075920, 149
1667098643.088727, 149
1667098643.101640, 149
1667098643.116224, 150
1667098643.130596, 150
1667098643.144437, 150
1667098643.158824, 150
1667098643.172957, 149
1667098643.186943, 150
1667098643.200397, 150
1667098643.213481, 150
1667098643.226710, 149
1667098643.239944, 150
1667098643.252868, 150
1667098643.265734, 149
1667098643.278669, 150
1667098643.291565, 150
1667098643.304396, 150
1667098643.317296, 150
1667098643.330159, 150
1667098643.342922, 150
1667098643.355687, 150
1667098643.368573, 149
1667098643.381493, 150
1667098643.394424, 149
1667098643.407296, 150
1667098643.420080, 149
1667098643.432871, 147
1667098643.445663, 148
1667098643.458473, 148
1667098643.471886, 148
1667098643.485011, 149
1667098643.499011, 148
1667098643.512758, 145
1667098643.525679, 146
1667098643.538465, 145
1667098643.551421, 145
1667098643.564338, 146
1667098643.577158, 145
1667098643.590052, 146
1667098643.602823, 145
1667098643.615700, 146
1667098643.628555, 148
1667098643.641529, 146
1667098643.654426, 145
1667098643.667272, 146
1667098643.680003, 145
1667098643.692826, 150
1667098643.705663, 148
1667098643.718482, 144
1667098643.732409, 144
1667098643.745828, 143
1667098643.759487, 143
1667098643.772915, 144
1667098643.786538, 144
1667098643.799827, 144
1667098643.813196, 144
1667098643.826615, 146
